序號,,聯絡地址,商店編號,綠色商店名稱,聯絡電話,分機,手機號碼,綠色商店類型,,,,,,
227,,104台北市中山區北安路649號,A000227,7-11直安門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
228,,112台北市北投區知行路201巷1號,A000328,7-11知心門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
229,,111台北市士林區社中街311-313號,A000879,7-11社中門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
230,,111台北市士林區中正路637號,A000424,7-11社鑽門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
231,,112台北市士林區福華路128巷2號,A000335,7-11芝山門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
232,,112台北市士林區忠義街121號,A000649,7-11芝玉門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
233,,106台北市大安區仁愛路三段94號,A000761,7-11芙蓉門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
234,,106台北市大安區建國南路一段274號,A000646,7-11花市門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
235,,110台北市信義區忠孝東路5段472號,A000292,7-11虎林門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
236,,100台北市中正區金山南路1段108號,A000368,7-11金山門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
237,,112台北市北投區中和街318號,A000247,7-11金和門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
238,,106台北市大安區金山南路2段18號1樓,A000833,7-11金信門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
239,,104台北市中山區建國北路二段151巷8號1樓,A000902,7-11金宴門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
240,,116台北市文山區指南路二段149號,A000241,7-11金恩門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
241,,114台北市內湖區文湖街83號1樓,A000260,7-11金湖門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
242,,106台北市大安區金華街140之1號,A000482,7-11金華門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
243,,114台北市內湖區星雲街136號,A000465,7-11金雲門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
244,,114台北市內湖區金龍路224號,A000441,7-11金碧門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
245,,114台北市內湖區金龍路5號1F,A000641,7-11金德門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
246,,114台北市內湖區金龍路64號,A000376,7-11金龍門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
247,,114台北市內湖區內湖路三段141巷7號,A000299,7-11金聯發門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
248,,104台北市中山區民權西路66號,A000180,7-11金鑽門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
249,,104台北市中山區中山北路2段40-1號,A000323,7-11長中門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
250,,104台北市中山區長春路11號,A000216,7-11長北門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
251,,104台北市中山區松江路65號,A000341,7-11長松門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
252,,106台北市大安區基隆路3段85號,A000727,7-11長星門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
253,,104台北市中山區長安東路1段12號,A000551,7-11長津門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
254,,103台北市大同區長安西路45號之1,A000877,7-11長峰門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
255,,104台北市中山區長安東路二段101號,A000595,7-11長通門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
256,,105台北市松山區敦化北路199巷2弄1號,A000348,7-11長塑門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
257,,104台北市中山區長安東路1段73號,A000724,7-11長新門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
258,,114台北市內湖區大湖山莊街219巷1號1樓,A000487,7-11長鴻門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
259,,111台北市士林區雨聲街63號,A000431,7-11雨聲門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
260,,100台北市中正區青島東路4號,A000249,7-11青島門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
261,,108台北市萬華區青年路12號,A000559,7-11青園門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
262,,106台北市大安區信義路三段101號,A000564,7-11信中門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
263,,110台北市信義區永吉路278巷58弄2號,A000669,7-11信吉門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
264,,106台北市大安區大安路一段218號,A000398,7-11信安門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
265,,110台北市信義區虎林街222巷8號,A000792,7-11信林門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
266,,106台北市大安區信義路4段265巷12弄1號,A000311,7-11信義門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
267,,110台北市信義區松勤街100號1樓,A000837,7-11信運門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
268,,110台北市信義區嘉興街181巷21號,A000671,7-11信嘉門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
269,,110台北市信義區松德路200巷10號,A000765,7-11信德門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
270,,106台北市大安區信義路四段32號,A000605,7-11信興門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
271,,110台北市信義區吳興街346.348號,A000680,7-11信醫門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
272,,103台北市大同區酒泉街58.60號,A000278,7-11保聖門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
273,,103台北市大同區南京西路316號,A000540,7-11南西門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
274,,105台北市松山區南京東路3段303巷5號,A000451,7-11南京門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
275,,100台北市中正區南昌路一段72號,A000373,7-11南昌門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
276,,100台北市中正區南海路50號,A000799,7-11南海門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
277,,108台北市萬華區中華路二段366號,A000425,7-11南機場門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
278,,103台北市大同區重慶北路3段309號.,A000389,7-11哈蜜門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
279,,104台北市中山區復興北路90號,A000753,7-11威克門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
280,,105台北市松山區八德路四段151號,A000779,7-11威京門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
281,,106台北市大安區敦化南路一段187巷29號,A000517,7-11建安門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
282,,106台北市大安區忠孝東路三段249號,A000767,7-11建忠門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
283,,104台北市中山區建國北路二段65號,A000201,7-11建欣門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
284,,106台北市大安區建國南路二段151巷6之8號,A000273,7-11建南門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
285,,106台北市大安區仁愛路4段151巷27號,A000722,7-11建綸門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
286,,104台北市中山區錦州街308號,A000346,7-11建錦門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
287,,104台北市中山區龍江路238號,A000821,7-11建龍門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
288,,106台北市大安區永康街7-1號,A000191,7-11恆安門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
289,,116台北市文山區指南路一段26號,A000508,7-11指南門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
290,,116台北市文山區指南路2段99.101號,A000207,7-11政大門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
291,,116台北市文山區指南路二段64號(商學大樓),A000718,7-11政揚門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
292,,112台北市北投區中央北路二段15.17號,A000610,7-11政戰門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
293,,112台北市北投區泉源路12號,A000594,7-11春天門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
294,,104台北市中山區長春路135.135之1號,A000309,7-11春城門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
295,,104台北市中山區長春路67號,A000522,7-11春森門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
296,,104台北市中山區長春路257號,A000754,7-11春龍門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
297,,114台北市內湖區星雲街17號,A000893,7-11星成門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
298,,112台北市北投區溫泉路70號,A000657,7-11泉北門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
299,,112台北市北投區泉源路30號地下一樓,A000284,7-11泉源門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
300,,114台北市內湖區瑞光路517號1樓,A000861,7-11洲子門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
301,,111台北市士林區延平北路六段505號,A000714,7-11洲美門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
302,,106台北市中正區廈門街113巷17號,A000516,7-11牯嶺門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
303,,115台北市南港區研究院路2段14號,A000302,7-11研究門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
304,,106台北市大安區復興南路2段203號,A000749,7-11科技站門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
305,,106台北市大安區建國南路一段28.30號,A000338,7-11科建門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
306,,104台北市中山區北安路839-1號,A000513,7-11美麗華門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
307,,112台北市北投區石牌路一段126號,A000223,7-11致遠門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
308,,106台北市中正區汀州路三段153.155號,A000314,7-11軍總門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
309,,103台北市大同區民生西路343.345號,A000445,7-11迪化門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
310,,100台北市中正區重慶南路1段75號,A000468,7-11重南門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
311,,110台北市信義區永吉路32號,A000626,7-11革新門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
312,,105台北市松山區復興南路1段43號,A000294,7-11風復門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
313,,105台北市松山區南京東路4段51號之2,A000831,7-11首都門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
314,,115台北市南港區南港路一段167號1樓,A000896,7-11香城門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
315,,104台北市中山區中原街121號,A000377,7-11原中門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
316,,106台北市大安區師大路87號,A000367,7-11師大門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
317,,114台北市內湖區五分街1號,A000463,7-11悅來門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
318,,112台北市北投區石牌路2段80.82號,A000393,7-11振華門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
319,,106台北市中正區和平西路一段26號,A000236,7-11晉江門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
320,,114台北市內湖區康寧路三段99巷14號,A000252,7-11晏揚門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
321,,108台北市萬華區桂林路55號,A000410,7-11桂明門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
322,,108台北市萬華區桂林路160號,A000387,7-11桂林門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
323,,106台北市大安區仁愛路四段266巷15弄22號,A000883,7-11泰利門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
324,,110台北市信義區福德街249號,A000304,7-11留公門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
325,,111台北市士林區格致路28號,A000565,7-11草山門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
326,,103台北市大同區酒泉街110號,A000638,7-11酒泉門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
327,,110台北市信義區基隆路二段151號,A000306,7-11挹翠門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
328,,105台北市松山區健康路10號,A000403,7-11健一門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
329,,110台北市信義區松壽路12號之B1,A000887,7-11曼哈頓門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
330,,104台北市中山區南京東路一段132巷8號,A000491,7-11國旺門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
331,,110台北市信義區基隆路一段333號B3,A000600,7-11國貿門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
332,,104台北市中山區中山北路二段75-1號,A000472,7-11國賓門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
333,,104台北市中山區長春路182號,A000585,7-11國學門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
334,,108台北市萬華區國興路104號,A000503,7-11國興門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
335,,114台北市內湖區成功路二段325號,A000251,7-11國醫門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
336,,108台北市萬華區新忠里西藏路125巷17號,A000858,7-11國雙門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
337,,104台北市中山區敬業3路162巷212號,A000388,7-11基河門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
338,,105台北市松山區健康路220號1樓,A000548,7-11婦聯門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
339,,106台北市大安區復興南路一段135巷5號,A000485,7-11崇光門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
340,,110台北市信義區崇德街95號,A000878,7-11崇德門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
341,,104台北市中山區中山北路一段105巷13號,A000510,7-11崑崙門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
342,,114台北市內湖區康寧路三段165巷23弄1號,A000728,7-11康明門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
343,,116台北市文山區興隆路三段42號,A000315,7-11康喜門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
344,,114台北市內湖區康寧路一段160號,A000452,7-11康雲門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
345,,114台北市內湖區康寧路三段26巷1號,A000203,7-11康寧門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
346,,114台北市內湖區成功路5段420巷30號,A000285,7-11康醫門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
347,,114台北市內湖區行善路35號1F,A000255,7-11彩龍門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
348,,110台北市信義區忠孝東路5段617號,A000764,7-11捷忠門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
349,,108台北市萬華區漢中街51號,A000362,7-11捷盟門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
350,,100台北市中正區忠孝西路一段50-1號(捷運地下街),A000577,7-11捷戰門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
351,,100台北市萬華區中華路2段407號,A000351,7-11掬華門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
352,,100台北市中正區愛國西路1號教育大學內,A000715,7-11教育大門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
353,,106台北市大安區敦南街38號,A000603,7-11教育大學門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
354,,103台北市大同區延平北路二段260號之1.2,A000380,7-11涼州門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
355,,116台北市文山區指南路3段8.10號,A000270,7-11添恩門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
356,,114台北市內湖區東湖路113巷88號,A000891,7-11清圳門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
357,,105台北市松山區八德路2段439號,A000392,7-11清愿門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
358,,106台北市中正區汀州路三段249號,A000354,7-11統全門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
359,,105台北市松山區東興路13之1號,A000336,7-11統威門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
360,,106台北市大安區忠孝東路4段216巷21號,A000538,7-11統家門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
361,,112台北市北投區自強街82號,A000356,7-11統勝門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
362,,110台北市信義區松高路11號B2第57櫃,A000844,7-11統誠門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
363,,106台北市大安區忠孝東路4段205巷7弄1號,A000581,7-11統領門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
364,,100台北市中正區忠孝東路二段130-2.130-3,A000271,7-11統聯門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
365,,104台北市中山區長春路168號,A000194,7-11莊福門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
366,,106台北市大安區通化街26之8號,A000770,7-11通化門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
367,,106台北市大安區仁愛路4段65號,A000796,7-11頂好門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
368,,106台北市大安區大安路一段43號,A000437,7-11頂東門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
369,,106台北市大安區羅斯福路4段1號,A000434,7-11鹿鳴門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
